id_beneficiario,id_projeto,nome,cpf,dt_nascimento,sexo,escolaridade,renda_mensal,faixa_renda,chefe_familia,dt_cadastro
213,7,Vanessa Costa,790.865.961-78,2010-06-11,F,Pós-graduação,4258.66,De R$ 2.641 a R$ 4.400,S,2019-10-07
214,7,Fernanda Silva,786.157.304-44,1969-07-20,M,Superior,981.96,Até R$ 2.640,N,2019-07-03
215,7,Pedro Lima,871.654.133-55,1965-07-25,F,Fundamental,5772.28,De R$ 4.401 a R$ 8.000,S,2019-11-08
216,7,Larissa Souza,809.780.148-58,2010-05-09,F,Pós-graduação,3599.98,De R$ 2.641 a R$ 4.400,N,2019-10-15
217,7,Juliana Lima,735.989.899-66,1964-10-28,M,Superior,893.35,Até R$ 2.640,S,2019-07-15
218,7,Maria Oliveira,277.852.626-25,1986-05-23,F,Fundamental,4031.47,De R$ 2.641 a R$ 4.400,N,2019-08-06
219,7,Lucas Nascimento,966.361.105-52,2009-12-07,F,Médio,2702.53,De R$ 2.641 a R$ 4.400,S,2019-07-05
220,7,Rafael Souza,602.908.686-80,1988-12-10,F,Fundamental,5097.54,De R$ 4.401 a R$ 8.000,N,2019-10-08
221,7,Larissa Santos,905.617.263-63,1979-09-25,F,Fundamental,7690.31,De R$ 4.401 a R$ 8.000,N,2019-07-22
222,7,Amanda Ferreira,400.323.870-89,1979-02-21,F,Fundamental,5576.01,De R$ 4.401 a R$ 8.000,S,2019-11-14
223,7,Rafael Nascimento,349.140.798-51,1991-01-15,F,Fundamental,4008.8,De R$ 2.641 a R$ 4.400,N,2019-07-31
224,7,Ana Alves,941.888.483-75,2008-06-19,F,Pós-graduação,6012.62,De R$ 4.401 a R$ 8.000,S,2019-08-10
225,9,Maria Santos,271.891.650-78,1977-04-09,M,Fundamental,3106.25,De R$ 2.641 a R$ 4.400,S,2020-08-05
226,9,Felipe Santos,310.650.948-99,1979-02-15,F,Fundamental,7027.65,De R$ 4.401 a R$ 8.000,S,2020-02-22
227,9,João Santos,175.155.282-42,2001-03-13,M,Médio,5961.45,De R$ 4.401 a R$ 8.000,N,2020-05-30
228,9,Patrícia Costa,423.117.498-96,1994-10-24,M,Fundamental,4048.1,De R$ 2.641 a R$ 4.400,S,2020-07-14
229,9,Maria Ferreira,614.208.396-97,1964-01-31,F,Fundamental,5846.35,De R$ 4.401 a R$ 8.000,N,2020-06-07
230,9,Ana Rodrigues,260.646.325-27,1994-03-21,F,Superior,3644.82,De R$ 2.641 a R$ 4.400,S,2020-05-02
231,9,Ana Alves,995.668.244-25,1993-06-22,M,Fundamental,7693.22,De R$ 4.401 a R$ 8.000,N,2020-07-02
232,9,Pedro Lima,866.859.843-54,2009-02-13,M,Pós-graduação,7618.25,De R$ 4.401 a R$ 8.000,S,2020-03-28
233,9,Juliana Lima,217.285.787-82,1976-07-04,M,Pós-graduação,2389.67,Até R$ 2.640,S,2020-04-30
234,9,Beatriz Nascimento,598.438.465-26,1966-01-16,M,Fundamental,2604.95,Até R$ 2.640,N,2020-07-23
235,9,Amanda Rodrigues,561.436.731-94,1966-04-06,F,Médio,7280.85,De R$ 4.401 a R$ 8.000,N,2020-05-06
236,9,Amanda Lima,904.326.829-92,1998-06-04,F,Superior,2014.2,Até R$ 2.640,N,2020-03-21
237,9,Camila Rodrigues,467.893.412-72,1989-09-29,M,Médio,7120.78,De R$ 4.401 a R$ 8.000,S,2020-04-27
238,9,Beatriz Souza,851.741.178-19,1972-07-23,M,Fundamental,7217.34,De R$ 4.401 a R$ 8.000,N,2020-07-16
239,9,Diego Souza,656.652.583-93,1979-02-01,M,Superior,7325.39,De R$ 4.401 a R$ 8.000,N,2020-04-13
240,9,Pedro Oliveira,575.613.622-21,2012-11-23,F,Superior,6079.23,De R$ 4.401 a R$ 8.000,S,2020-08-03
241,9,Rafael Oliveira,875.626.243-67,1981-06-06,M,Médio,6905.47,De R$ 4.401 a R$ 8.000,S,2020-06-18
242,9,Bruno Lima,164.370.478-39,1992-03-10,M,Médio,1091.02,Até R$ 2.640,N,2020-05-25
243,9,João Silva,764.431.205-76,2002-02-19,F,Superior,7408.89,De R$ 4.401 a R$ 8.000,S,2020-05-22
244,9,Maria Alves,357.485.328-76,1993-12-16,F,Superior,3430.14,De R$ 2.641 a R$ 4.400,N,2020-06-19
245,9,Ana Alves,242.550.269-39,2003-04-02,M,Superior,7187.64,De R$ 4.401 a R$ 8.000,S,2020-03-25
246,9,Rafael Santos,776.335.524-52,1976-10-07,M,Pós-graduação,1932.97,Até R$ 2.640,N,2020-06-17
247,9,Felipe Silva,349.144.230-83,1978-11-26,M,Médio,5053.69,De R$ 4.401 a R$ 8.000,S,2020-07-11
248,9,Juliana Oliveira,629.515.713-82,1973-03-05,M,Superior,1202.57,Até R$ 2.640,S,2020-04-11
249,9,Bruno Rodrigues,274.324.950-62,2000-04-19,M,Médio,5166.99,De R$ 4.401 a R$ 8.000,N,2020-03-29
250,9,Rafael Nascimento,170.335.487-59,1990-09-28,M,Fundamental,7440.93,De R$ 4.401 a R$ 8.000,S,2020-04-07
251,9,Larissa Costa,946.253.720-22,2006-11-23,M,Pós-graduação,6989.06,De R$ 4.401 a R$ 8.000,S,2020-07-01
252,9,Maria Rodrigues,775.233.717-79,2005-02-26,M,Pós-graduação,6217.16,De R$ 4.401 a R$ 8.000,N,2020-05-20
253,9,Felipe Lima,921.593.908-58,1963-11-24,F,Fundamental,5823.03,De R$ 4.401 a R$ 8.000,N,2020-03-21
254,9,Ricardo Santos,390.712.997-79,1982-11-01,F,Superior,4235.42,De R$ 2.641 a R$ 4.400,S,2020-02-17
255,9,Carlos Alves,107.484.770-36,1960-08-21,F,Pós-graduação,4961.51,De R$ 4.401 a R$ 8.000,N,2020-03-14
256,9,Vanessa Souza,367.975.648-64,1973-11-19,F,Superior,3867.72,De R$ 2.641 a R$ 4.400,N,2020-04-08
257,9,Diego Rodrigues,283.479.672-81,1997-01-26,F,Superior,4775.16,De R$ 4.401 a R$ 8.000,N,2020-07-12
258,9,Patrícia Oliveira,975.984.775-25,1990-11-22,M,Pós-graduação,6374.2,De R$ 4.401 a R$ 8.000,S,2020-03-12
259,9,Amanda Alves,728.813.800-16,1979-03-29,M,Pós-graduação,4460.07,De R$ 4.401 a R$ 8.000,S,2020-03-10
260,9,Rafael Costa,190.165.369-38,1973-01-14,F,Fundamental,4196.01,De R$ 2.641 a R$ 4.400,S,2020-05-24
261,9,Larissa Souza,828.711.158-32,1995-12-11,F,Pós-graduação,5220.55,De R$ 4.401 a R$ 8.000,S,2020-04-07
262,9,João Nascimento,622.628.815-39,2006-06-26,M,Fundamental,2859.25,De R$ 2.641 a R$ 4.400,N,2020-04-17
263,9,Maria Souza,898.509.461-95,1960-01-10,F,Pós-graduação,7824.65,De R$ 4.401 a R$ 8.000,S,2020-06-27
264,9,Maria Santos,662.391.843-81,1961-05-18,F,Superior,6105.86,De R$ 4.401 a R$ 8.000,N,2020-04-13
265,9,Camila Costa,688.104.367-32,2014-05-26,F,Fundamental,7734.01,De R$ 4.401 a R$ 8.000,S,2020-06-23
266,9,Carlos Alves,363.997.650-83,1986-05-26,F,Pós-graduação,3247.75,De R$ 2.641 a R$ 4.400,N,2020-07-09
267,9,Amanda Rodrigues,797.571.700-13,2003-05-22,F,Fundamental,6343.76,De R$ 4.401 a R$ 8.000,N,2020-03-04
268,9,Ricardo Lima,919.423.522-55,1994-05-01,M,Superior,5362.36,De R$ 4.401 a R$ 8.000,S,2020-04-29
269,9,Amanda Santos,667.282.587-50,1968-05-05,F,Médio,3672.3,De R$ 2.641 a R$ 4.400,N,2020-04-02
270,9,Beatriz Lima,853.347.993-43,1977-01-22,M,Médio,4392.8,De R$ 2.641 a R$ 4.400,S,2020-04-19
271,9,Carlos Santos,180.792.779-73,1991-12-10,M,Fundamental,1923.17,Até R$ 2.640,N,2020-05-21
272,9,Vanessa Souza,602.287.882-75,1988-04-18,F,Pós-graduação,4344.85,De R$ 2.641 a R$ 4.400,S,2020-07-12
273,9,Felipe Rodrigues,653.133.614-54,1971-07-04,F,Médio,1189.87,Até R$ 2.640,N,2020-03-17
274,9,Ana Silva,790.315.488-84,2006-06-28,M,Superior,4112.51,De R$ 2.641 a R$ 4.400,N,2020-07-21
275,9,Juliana Lima,375.582.727-53,1983-04-19,F,Médio,2147.5,Até R$ 2.640,N,2020-06-03
276,9,Marcos Ferreira,974.510.386-67,1978-11-20,M,Médio,3817.47,De R$ 2.641 a R$ 4.400,S,2020-03-12
277,9,Diego Costa,976.490.300-28,1984-03-20,M,Pós-graduação,6589.43,De R$ 4.401 a R$ 8.000,S,2020-04-01
278,9,Larissa Alves,837.423.904-72,1997-10-25,F,Superior,4397.1,De R$ 2.641 a R$ 4.400,S,2020-05-27
279,9,João Lima,933.360.587-90,1968-11-17,M,Pós-graduação,5771.91,De R$ 4.401 a R$ 8.000,N,2020-04-22
280,9,Diego Souza,452.120.521-25,1992-05-20,F,Médio,3394.21,De R$ 2.641 a R$ 4.400,S,2020-04-28
281,9,Larissa Rodrigues,893.854.557-20,1991-11-10,F,Superior,3140.65,De R$ 2.641 a R$ 4.400,N,2020-07-26
282,9,Amanda Costa,746.727.685-61,1972-12-29,M,Fundamental,7051.46,De R$ 4.401 a R$ 8.000,S,2020-05-13
283,9,Pedro Souza,719.760.504-44,1980-06-22,F,Superior,3057.07,De R$ 2.641 a R$ 4.400,N,2020-05-31
284,9,Ana Oliveira,845.340.777-42,1975-01-04,M,Médio,2123.98,Até R$ 2.640,S,2020-05-27
285,9,Bruno Alves,155.126.889-60,1969-03-29,M,Fundamental,1487.99,Até R$ 2.640,N,2020-07-23
286,9,Patrícia Souza,334.353.855-46,1973-12-06,F,Médio,1407.04,Até R$ 2.640,S,2020-06-29
287,9,Marcos Ferreira,984.587.578-79,1975-04-22,F,Pós-graduação,1005.71,Até R$ 2.640,S,2020-08-12
288,9,Rafael Rodrigues,746.866.751-82,2008-05-19,F,Superior,2074.66,Até R$ 2.640,N,2020-06-18
289,9,Maria Rodrigues,415.474.522-43,2008-05-31,M,Superior,2435.32,Até R$ 2.640,S,2020-02-16
290,9,Fernanda Ferreira,393.580.647-11,2006-12-13,F,Pós-graduação,6670.73,De R$ 4.401 a R$ 8.000,N,2020-02-18
291,9,Rafael Lima,915.107.661-57,1998-08-13,M,Pós-graduação,6545.35,De R$ 4.401 a R$ 8.000,N,2020-05-27
292,9,Patrícia Costa,325.369.181-64,1982-06-02,M,Superior,1975.54,Até R$ 2.640,N,2020-07-31
293,9,Felipe Lima,973.170.286-27,2007-09-21,F,Fundamental,6623.42,De R$ 4.401 a R$ 8.000,N,2020-07-23
294,9,Rafael Rodrigues,292.428.119-29,2000-08-14,M,Fundamental,2759.37,De R$ 2.641 a R$ 4.400,S,2020-03-13
295,9,Camila Silva,338.192.254-11,1985-04-23,F,Médio,2738.2,De R$ 2.641 a R$ 4.400,N,2020-06-02
296,9,Bruno Ferreira,574.813.910-14,1987-12-14,F,Fundamental,6457.22,De R$ 4.401 a R$ 8.000,S,2020-03-01
297,9,Maria Alves,581.285.296-42,1983-11-28,F,Fundamental,6384.7,De R$ 4.401 a R$ 8.000,S,2020-04-19
298,9,Camila Lima,855.134.303-68,1994-07-10,M,Médio,6352.82,De R$ 4.401 a R$ 8.000,N,2020-05-25
299,9,Lucas Silva,862.662.633-25,1988-01-01,F,Pós-graduação,7540.75,De R$ 4.401 a R$ 8.000,N,2020-04-06
300,9,Beatriz Santos,341.748.544-51,1992-05-02,M,Médio,7190.14,De R$ 4.401 a R$ 8.000,N,2020-07-14
301,9,Ricardo Silva,143.695.902-98,1970-09-25,F,Médio,3649.82,De R$ 2.641 a R$ 4.400,N,2020-03-09
302,9,Maria Nascimento,446.877.740-17,1982-04-25,M,Superior,1935.43,Até R$ 2.640,S,2020-08-13
303,9,Fernanda Rodrigues,338.424.671-92,2008-02-13,F,Pós-graduação,6498.56,De R$ 4.401 a R$ 8.000,S,2020-02-21
304,9,Fernanda Souza,140.596.823-66,1993-11-21,F,Pós-graduação,3378.81,De R$ 2.641 a R$ 4.400,S,2020-07-10
305,9,Amanda Rodrigues,381.988.951-86,1976-09-28,M,Fundamental,4714.07,De R$ 4.401 a R$ 8.000,S,2020-06-10
306,9,Diego Ferreira,564.100.894-91,1986-07-11,F,Médio,6699.81,De R$ 4.401 a R$ 8.000,S,2020-07-23
307,9,Ricardo Ferreira,838.164.774-78,1992-08-30,F,Médio,6387.32,De R$ 4.401 a R$ 8.000,N,2020-07-06
308,9,Amanda Costa,756.429.213-22,1973-10-29,M,Fundamental,5213.88,De R$ 4.401 a R$ 8.000,S,2020-04-01
309,9,Bruno Lima,201.132.684-92,1962-10-21,F,Pós-graduação,2254.97,Até R$ 2.640,N,2020-02-28
310,9,Maria Silva,313.771.603-20,1992-11-12,F,Fundamental,2389.2,Até R$ 2.640,N,2020-07-07
311,9,João Nascimento,372.641.141-19,1997-04-25,F,Fundamental,6718.59,De R$ 4.401 a R$ 8.000,S,2020-06-27
312,9,Ricardo Alves,494.294.297-77,1968-09-17,M,Médio,1528.82,Até R$ 2.640,N,2020-03-14
313,9,Camila Costa,206.270.911-33,2011-09-22,F,Superior,3377.34,De R$ 2.641 a R$ 4.400,S,2020-07-01
314,9,Marcos Ferreira,663.432.965-57,2013-10-27,F,Pós-graduação,3989.69,De R$ 2.641 a R$ 4.400,N,2020-07-20
315,9,Beatriz Costa,884.663.862-42,1981-08-05,F,Pós-graduação,4854.64,De R$ 4.401 a R$ 8.000,N,2020-05-27
316,9,Pedro Nascimento,116.630.238-48,1960-01-07,M,Superior,6029.46,De R$ 4.401 a R$ 8.000,S,2020-04-10
317,9,Juliana Alves,623.669.684-83,1988-04-01,M,Fundamental,956.25,Até R$ 2.640,S,2020-06-12
318,9,Juliana Ferreira,696.355.338-42,1991-11-28,F,Fundamental,1923.97,Até R$ 2.640,N,2020-07-10
319,9,Amanda Rodrigues,277.599.945-98,1979-07-04,M,Superior,6086.71,De R$ 4.401 a R$ 8.000,S,2020-07-12
320,9,João Ferreira,456.936.544-63,1994-03-25,M,Médio,1365.04,Até R$ 2.640,S,2020-07-27
321,9,Larissa Silva,426.652.678-29,1994-04-25,F,Médio,1189.72,Até R$ 2.640,S,2020-02-28
322,9,Rafael Nascimento,616.192.327-65,1995-03-31,F,Pós-graduação,7791.49,De R$ 4.401 a R$ 8.000,S,2020-03-20
323,9,Vanessa Silva,661.508.368-20,1990-02-27,F,Pós-graduação,1394.32,Até R$ 2.640,S,2020-03-21
324,9,Bruno Costa,767.685.300-81,2003-02-22,M,Médio,4826.93,De R$ 4.401 a R$ 8.000,S,2020-04-24
325,9,Vanessa Santos,215.787.523-64,1998-08-01,F,Superior,3128.56,De R$ 2.641 a R$ 4.400,S,2020-05-08
326,9,Ana Souza,273.458.731-66,1990-11-28,M,Pós-graduação,5075.92,De R$ 4.401 a R$ 8.000,S,2020-04-15
327,9,Fernanda Santos,215.857.155-41,1977-11-30,M,Superior,5734.59,De R$ 4.401 a R$ 8.000,S,2020-05-13
328,9,Bruno Silva,439.314.857-78,1969-12-25,M,Médio,2996.85,De R$ 2.641 a R$ 4.400,N,2020-07-05
329,9,Fernanda Silva,485.696.779-77,2003-05-02,M,Superior,5285.9,De R$ 4.401 a R$ 8.000,S,2020-03-02
330,9,Rafael Souza,154.576.770-11,1985-06-24,M,Pós-graduação,2245.01,Até R$ 2.640,N,2020-08-03
331,9,Ana Souza,988.764.495-39,1992-04-25,F,Fundamental,7022.83,De R$ 4.401 a R$ 8.000,N,2020-06-19
332,9,Lucas Lima,612.568.674-12,2013-07-26,M,Médio,4627.24,De R$ 4.401 a R$ 8.000,N,2020-05-11
333,9,Lucas Silva,455.800.460-55,2003-12-15,F,Médio,3632.48,De R$ 2.641 a R$ 4.400,N,2020-03-02
334,9,Ana Alves,386.330.255-53,1983-02-12,F,Médio,7126.48,De R$ 4.401 a R$ 8.000,S,2020-05-23
335,9,Rafael Lima,527.346.686-29,2006-09-18,F,Superior,7716.36,De R$ 4.401 a R$ 8.000,N,2020-06-09
336,9,Fernanda Nascimento,654.800.919-35,2008-08-23,M,Superior,1748.76,Até R$ 2.640,S,2020-06-05
337,9,Vanessa Oliveira,425.169.670-78,1973-01-08,M,Médio,5524.87,De R$ 4.401 a R$ 8.000,N,2020-03-24
338,9,Felipe Costa,410.553.863-91,1962-08-24,F,Médio,6311.13,De R$ 4.401 a R$ 8.000,S,2020-03-14
339,9,Rafael Nascimento,373.720.680-88,1971-10-20,M,Médio,2130.17,Até R$ 2.640,S,2020-08-09
340,9,Bruno Oliveira,614.966.719-70,1962-05-04,F,Médio,3386.68,De R$ 2.641 a R$ 4.400,N,2020-06-20
341,9,Beatriz Lima,133.518.882-11,2002-07-06,F,Pós-graduação,1790.09,Até R$ 2.640,S,2020-08-05
342,9,Maria Oliveira,549.987.731-72,1978-03-13,F,Pós-graduação,6255.99,De R$ 4.401 a R$ 8.000,S,2020-06-04
343,9,Rafael Costa,837.420.503-88,1996-04-27,M,Fundamental,6388.75,De R$ 4.401 a R$ 8.000,N,2020-06-11
344,9,Ricardo Alves,650.505.852-15,1963-10-21,F,Fundamental,7120.02,De R$ 4.401 a R$ 8.000,S,2020-04-30
345,9,Pedro Souza,572.270.532-47,1999-06-08,M,Médio,3665.89,De R$ 2.641 a R$ 4.400,N,2020-07-30
346,9,Larissa Santos,284.897.699-99,2000-07-10,M,Pós-graduação,1451.17,Até R$ 2.640,N,2020-05-08
347,9,Camila Nascimento,829.306.565-21,2000-06-13,F,Superior,979.37,Até R$ 2.640,S,2020-03-18
348,9,Camila Ferreira,187.636.824-59,1968-03-07,M,Pós-graduação,1621.99,Até R$ 2.640,N,2020-02-27
349,9,Vanessa Oliveira,266.989.248-32,1975-05-01,M,Pós-graduação,7368.22,De R$ 4.401 a R$ 8.000,N,2020-05-05
350,9,Lucas Santos,234.307.103-89,2000-01-13,F,Fundamental,2879.22,De R$ 2.641 a R$ 4.400,N,2020-06-22
351,9,Ana Nascimento,605.343.322-85,2004-09-25,F,Pós-graduação,4713.21,De R$ 4.401 a R$ 8.000,N,2020-06-08
352,9,Ana Lima,660.384.734-90,1967-02-14,M,Fundamental,5128.76,De R$ 4.401 a R$ 8.000,S,2020-03-24
353,9,João Oliveira,974.133.783-83,1964-12-09,F,Superior,5503.59,De R$ 4.401 a R$ 8.000,S,2020-02-28
354,9,Lucas Oliveira,788.391.725-94,1969-10-08,M,Pós-graduação,3802.09,De R$ 2.641 a R$ 4.400,N,2020-02-25
355,9,Amanda Ferreira,488.939.169-64,1968-05-09,M,Superior,6333.29,De R$ 4.401 a R$ 8.000,N,2020-03-21
356,9,Juliana Ferreira,639.523.637-36,1970-12-12,M,Fundamental,5801.26,De R$ 4.401 a R$ 8.000,S,2020-07-11
357,9,Bruno Nascimento,907.823.394-64,2007-06-15,F,Superior,7907.76,De R$ 4.401 a R$ 8.000,N,2020-03-20
358,9,Bruno Rodrigues,927.284.724-39,2010-06-23,F,Médio,4374.06,De R$ 2.641 a R$ 4.400,S,2020-03-17
359,9,Carlos Lima,918.730.524-62,1962-02-24,M,Superior,4147.18,De R$ 2.641 a R$ 4.400,N,2020-07-08
360,9,Beatriz Souza,360.909.169-49,1979-01-18,F,Superior,881.34,Até R$ 2.640,S,2020-03-16
361,9,Vanessa Nascimento,129.952.279-34,1989-11-25,F,Superior,3257.8,De R$ 2.641 a R$ 4.400,N,2020-06-16
362,9,Bruno Oliveira,742.571.985-78,1963-03-11,F,Pós-graduação,5448.7,De R$ 4.401 a R$ 8.000,N,2020-03-01
363,9,Amanda Alves,648.119.313-83,2006-09-30,F,Superior,2955.27,De R$ 2.641 a R$ 4.400,S,2020-03-25
364,9,Amanda Costa,741.647.962-31,1985-02-28,F,Médio,6853.32,De R$ 4.401 a R$ 8.000,S,2020-05-04
365,9,Juliana Costa,188.608.998-40,1988-03-19,F,Pós-graduação,5910.85,De R$ 4.401 a R$ 8.000,N,2020-04-11
366,9,Carlos Ferreira,903.138.896-35,2007-02-09,M,Pós-graduação,2976.69,De R$ 2.641 a R$ 4.400,S,2020-06-18
367,9,Amanda Rodrigues,850.994.636-49,2004-11-10,F,Médio,1909.36,Até R$ 2.640,S,2020-06-27
368,9,João Rodrigues,496.830.985-76,1971-11-27,M,Fundamental,2277.35,Até R$ 2.640,N,2020-02-27
369,9,Amanda Rodrigues,147.205.633-94,2013-04-25,F,Fundamental,7077.5,De R$ 4.401 a R$ 8.000,N,2020-07-28
370,9,Beatriz Souza,383.645.426-66,1978-10-29,M,Superior,3110.34,De R$ 2.641 a R$ 4.400,S,2020-03-27
371,9,Rafael Alves,626.204.311-79,1984-07-19,F,Superior,1624.11,Até R$ 2.640,N,2020-03-23
372,9,Lucas Santos,418.727.446-79,1985-05-31,F,Fundamental,4933.4,De R$ 4.401 a R$ 8.000,S,2020-02-23
373,9,João Santos,492.155.188-64,2002-03-26,F,Médio,7303.71,De R$ 4.401 a R$ 8.000,N,2020-07-22
374,9,Beatriz Alves,180.873.882-69,1991-11-27,M,Fundamental,3049.57,De R$ 2.641 a R$ 4.400,N,2020-03-11
375,9,Camila Rodrigues,337.329.247-88,2000-11-14,F,Superior,3034.82,De R$ 2.641 a R$ 4.400,N,2020-04-02
376,9,Amanda Rodrigues,599.130.166-70,1989-08-20,M,Superior,6479.21,De R$ 4.401 a R$ 8.000,N,2020-06-13
377,9,Marcos Nascimento,688.230.620-23,1975-04-28,F,Fundamental,2832.25,De R$ 2.641 a R$ 4.400,N,2020-07-07
378,9,Diego Rodrigues,510.704.523-40,1966-05-13,M,Médio,6505.5,De R$ 4.401 a R$ 8.000,N,2020-05-24
379,9,Vanessa Costa,903.545.680-53,1965-12-04,M,Médio,3253.14,De R$ 2.641 a R$ 4.400,S,2020-07-11
380,9,Rafael Rodrigues,433.668.199-66,2003-08-28,M,Superior,1623.12,Até R$ 2.640,N,2020-03-04
381,9,Rafael Costa,435.606.760-94,2013-09-02,M,Fundamental,1582.96,Até R$ 2.640,S,2020-03-22
382,9,Ana Oliveira,776.252.563-78,2012-02-07,F,Pós-graduação,7303.44,De R$ 4.401 a R$ 8.000,N,2020-04-06
383,9,Amanda Souza,683.913.795-48,1978-06-14,F,Superior,5706.92,De R$ 4.401 a R$ 8.000,S,2020-07-14
384,9,Larissa Costa,967.230.972-47,1960-09-23,M,Superior,5202.73,De R$ 4.401 a R$ 8.000,S,2020-02-16
385,9,Marcos Santos,981.388.986-13,2010-03-30,M,Pós-graduação,6709.42,De R$ 4.401 a R$ 8.000,N,2020-07-25
386,9,Patrícia Costa,545.658.316-94,1988-07-16,M,Pós-graduação,5924.77,De R$ 4.401 a R$ 8.000,S,2020-04-04
387,9,Marcos Costa,257.395.993-95,2009-10-30,M,Médio,3569.08,De R$ 2.641 a R$ 4.400,S,2020-03-05
388,9,Bruno Costa,239.186.240-92,1961-05-29,F,Pós-graduação,1836.77,Até R$ 2.640,N,2020-07-24
389,9,Felipe Alves,939.560.493-55,1976-02-17,M,Médio,4071.64,De R$ 2.641 a R$ 4.400,N,2020-07-19
390,9,Ricardo Alves,375.520.659-83,1960-08-31,F,Fundamental,4961.16,De R$ 4.401 a R$ 8.000,S,2020-07-10
391,9,Carlos Nascimento,593.807.181-28,2003-05-10,F,Pós-graduação,5875.15,De R$ 4.401 a R$ 8.000,S,2020-06-28
392,9,Bruno Santos,800.748.652-84,2014-09-24,F,Fundamental,1436.81,Até R$ 2.640,N,2020-07-01
393,9,Larissa Rodrigues,687.851.439-63,1960-12-19,F,Superior,4175.86,De R$ 2.641 a R$ 4.400,N,2020-03-29
394,9,Rafael Souza,844.903.677-43,1963-03-03,M,Pós-graduação,5804.37,De R$ 4.401 a R$ 8.000,S,2020-07-11
395,9,Pedro Nascimento,127.393.596-20,1964-08-18,M,Fundamental,5525.5,De R$ 4.401 a R$ 8.000,N,2020-04-20
396,9,Juliana Souza,114.859.214-87,1971-11-22,M,Médio,5233.74,De R$ 4.401 a R$ 8.000,N,2020-05-20
397,9,Ricardo Rodrigues,285.918.640-14,1975-09-26,F,Fundamental,2681.02,De R$ 2.641 a R$ 4.400,S,2020-07-17
398,9,Felipe Costa,343.776.550-91,1973-10-30,M,Médio,6830.82,De R$ 4.401 a R$ 8.000,N,2020-02-29
399,9,Carlos Silva,271.575.508-70,1983-09-20,F,Pós-graduação,6239.48,De R$ 4.401 a R$ 8.000,S,2020-05-23
400,9,Fernanda Alves,991.545.112-46,1994-12-29,F,Pós-graduação,4217.04,De R$ 2.641 a R$ 4.400,N,2020-06-30
401,9,Diego Ferreira,964.542.725-93,1963-09-06,F,Superior,1501.02,Até R$ 2.640,N,2020-04-24
402,9,Vanessa Costa,572.891.791-40,1968-10-25,M,Superior,2638.48,Até R$ 2.640,S,2020-05-06
403,9,Ana Santos,112.521.200-77,2009-02-16,M,Pós-graduação,876.16,Até R$ 2.640,N,2020-04-12
404,9,João Silva,734.194.158-86,1985-06-01,M,Fundamental,2613.65,Até R$ 2.640,S,2020-03-09
405,9,Vanessa Oliveira,213.812.288-42,2014-04-01,F,Pós-graduação,1735.33,Até R$ 2.640,S,2020-07-28
406,9,Juliana Costa,808.783.888-51,2000-09-05,F,Médio,7443.41,De R$ 4.401 a R$ 8.000,S,2020-04-26
407,9,Amanda Silva,364.932.371-32,1965-08-06,F,Fundamental,3556.15,De R$ 2.641 a R$ 4.400,N,2020-04-07
408,9,Bruno Santos,247.653.887-65,2014-10-02,M,Fundamental,3626.97,De R$ 2.641 a R$ 4.400,N,2020-04-22
409,9,Maria Nascimento,845.356.895-67,1969-04-07,M,Pós-graduação,1051.0,Até R$ 2.640,S,2020-08-01
410,9,Patrícia Souza,255.816.437-60,1960-01-29,M,Pós-graduação,7516.83,De R$ 4.401 a R$ 8.000,N,2020-06-06
411,9,Maria Alves,331.103.493-98,1996-03-27,F,Fundamental,6877.15,De R$ 4.401 a R$ 8.000,N,2020-05-11
412,9,Maria Ferreira,647.973.448-20,1987-03-03,F,Superior,3684.43,De R$ 2.641 a R$ 4.400,S,2020-04-01
413,9,Patrícia Lima,406.812.499-23,2009-09-29,F,Pós-graduação,1083.18,Até R$ 2.640,S,2020-07-26
414,9,Fernanda Silva,297.125.837-85,1999-04-17,M,Pós-graduação,6094.33,De R$ 4.401 a R$ 8.000,N,2020-03-03
415,9,Bruno Alves,954.931.560-12,2008-06-29,M,Superior,5432.53,De R$ 4.401 a R$ 8.000,S,2020-05-12
416,9,Beatriz Alves,569.794.991-78,1963-11-03,M,Médio,3719.66,De R$ 2.641 a R$ 4.400,S,2020-02-25
417,9,Ana Rodrigues,733.146.348-99,1972-09-13,M,Fundamental,4320.04,De R$ 2.641 a R$ 4.400,S,2020-07-26
418,9,Carlos Rodrigues,725.274.955-85,1964-06-25,M,Fundamental,7313.57,De R$ 4.401 a R$ 8.000,S,2020-06-22
419,9,Ricardo Santos,923.307.536-53,2013-05-18,F,Superior,6554.06,De R$ 4.401 a R$ 8.000,S,2020-08-09
420,9,Amanda Lima,882.146.707-32,2011-09-03,F,Fundamental,4730.37,De R$ 4.401 a R$ 8.000,S,2020-04-26
421,9,Lucas Ferreira,666.268.549-41,1972-09-02,M,Médio,6254.36,De R$ 4.401 a R$ 8.000,S,2020-07-26
422,9,Ana Rodrigues,182.106.107-32,1993-09-29,M,Superior,6399.16,De R$ 4.401 a R$ 8.000,N,2020-08-11
423,9,Beatriz Oliveira,755.377.635-67,2002-09-14,F,Médio,5784.98,De R$ 4.401 a R$ 8.000,S,2020-07-21
424,9,Bruno Nascimento,190.742.946-48,1963-05-17,F,Pós-graduação,5093.16,De R$ 4.401 a R$ 8.000,S,2020-07-07
